coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Ethiopia Yirgacheffe Huke Premium Natural G1,94,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,62/80,$21.00/12 ounces,south-central Ethiopia,$21.00 ,12 ounces,21,12,1.75,62,80,
Ecuador Galo Morales,94,"Fort Wayne, Indiana","San Jose de Minas, Pichincha, Ecuador",Light,64/86,$20.00/.8 ounces,Ecuador,$20.00 ,.8 ounces,20,8,2.5,64,86,
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,94,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Light,66/90,NT $449/8 ounces,Ethiopia,NT $449,8 ounces,449,8,56.125,66,90,
Ethiopia Bench-Maji Lucy Station Geisha Washed,94,"Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,64/84,NT $339/8 ounces,southern Ethiopia,NT $339,8 ounces,339,8,42.375,64,84,
Kenya Gachatha AA Top,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Light,62/80,NT $309/8 ounces,south-central Kenya,NT $309,8 ounces,309,8,38.625,62,80,
Colombia Fruit Loops Gesha Washed,94,"Long Island City, New York","Huila Department, Colombia",Light,65/89,$37.99/6 ounces,Colombia,$37.99 ,6 ounces,37.99,6,6.331666667,65,89,
Costa Rica Tarrazú Tirra,94,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium-Light,58/82,$24.00/12 ounces,Costa Rica,$24.00 ,12 ounces,24,12,2,58,82,
Ethiopia Washed Bench Maji Baby Lucy Gesha,94,"Chia-Yi, Taiwan","Bench Maji Zone, southern Ethiopia",Light,64/86,NT $300/8 ounces,southern Ethiopia,NT $300,8 ounces,300,8,37.5,64,86,
Panama Clara Finca Auromar,94,"Taipei, Taiwan","Santa Clara, Panama",Medium-Light,60/79,NT 310/8 ounces,Panama,NT 310,8 ounces,310,8,38.75,60,79,
Guatemala Bella Carmona,94,"Fort Wayne, Indiana","Antigua valley, Sacatepequez Department, Guatemala",Medium-Light,57/79,$20.00/12 ounces,Guatemala,$20.00 ,12 ounces,20,12,1.666666667,57,79,
Candy Crush,94,"Caotun, Nantou, Taiwan",Ethiopia,Light,64/86,NT 700/455 grams,Ethiopia,NT 700,455 grams,700,16.04966578,43.61461538,64,86,
Rwanda Humure Abishyizehamwe Low-Oxygen Natural,94,"Durham, North Carolina","Remera Sector, Gatsibo District, Eastern Province, Rwanda",Light,62/84,$27.75/ 12 ounces,Rwanda,$27.75 , 12 ounces,27.75,12,2.3125,62,84,
Colombia Edwin Enrique Noreña / Black Honey Pink Bourbon Mosto & Passionfruit Co-Ferment,94,"Durham, North Carolina","Quindio Department, Colombia",Light,65/86,$33.92/10 ounces (sold as a set of 3/$101.75,Colombia,$33.92 ,10 ounces (sold as a set of 3/$101.75,33.92,10310175,3.29E-06,65,86,
Colombia Edwin Enrique Noreña / Black Honey Watermelon & Lulo Co-Ferment,94,"Durham, North Carolina","Quindio Department, Colombia",Light,64/88,$33.92/10 ounces (sold as a set of 3/$101.75,Colombia,$33.92 ,10 ounces (sold as a set of 3/$101.75,33.92,10310175,3.29E-06,64,88,
Ethiopia Guji Uraga Haro Adama Washed G1,94,"Taipei, Taiwan",Oromia Region; Guji Zone,Light,67/90,NT 279/8 ounces,Oromia Region; Guji Zone,NT 279,8 ounces,279,8,34.875,67,90,
Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,94,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Light,62/81,NT 609/8 ounces,Colombia,NT 609,8 ounces,609,8,76.125,62,81,
Guatemala Honey Finca El General Gesha,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Light,62/80,NT 300/4 ounces,Guatemala,NT 300,4 ounces,300,4,75,62,80,
True Love Espresso Blend,94,"Chia-Yi, Taiwan","Ethiopia, Guatemala",Medium-Light,57/77,NT 260/8 ounces,Guatemala,NT 260,8 ounces,260,8,32.5,57,77,
Kenya Gatirima AA,94,"Durham, North Carolina","Kibugu, Embu County, Kenya",Light,66/88,$23.00/12 ounces,Kenya,$23.00 ,12 ounces,23,12,1.916666667,66,88,
Putra Gayo Sumatra,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Light,60/88,$23.00/12 ounces,Indonesia,$23.00 ,12 ounces,23,12,1.916666667,60,88,
Ethiopia Washed Sidama Bensa Single Variety 74158,94,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/82,NT $600/227 grams,southern Ethiopia,NT $600,227 grams,600,8.007195894,74.93259912,62,82,
Taiwan Natural Meishan Ching-Ye Farm Lot 0116,94,"Chia-Yi, Taiwan","Meishan, Chia-Yi, Taiwan",Light,62/80,NT $400/4 ounces,Taiwan,NT $400,4 ounces,400,4,100,62,80,
Ethiopia Sidama Orange Blossom Washed G1,94,"Tainan City, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/82,NT $500/227 grams,southern Ethiopia,NT $500,227 grams,500,8.007195894,62.4438326,64,82,
Ethiopia Sidamo Bensa Anaerobic Washed,94,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,59/94,NT $319/12 ounces,southern Ethiopia,NT $319,12 ounces,319,12,26.58333333,59,94,
Colombia La Palma Y Tucán Heroes Series Geisha,94,"Cleveland, Tennessee","Cundinamarca Department, central Colombia",Light,64/97,$28.99/8 ounces,central Colombia,$28.99 ,8 ounces,28.99,8,3.62375,64,97,
Colombia Green Apple Castillo,94,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,63/86,$42.00/8 ounces,Colombia,$42.00 ,8 ounces,42,8,5.25,63,86,
Las Margaritas Sudan Rume Natural,94,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Medium-Light,59/82,$40.00/8 ounces,Colombia,$40.00 ,8 ounces,40,8,5,59,82,
Colombia Papayo,94,"San Diego, California","Huila Department, Colombia",Light,62/86,$30.00/12 ounces,Colombia,$30.00 ,12 ounces,30,12,2.5,62,86,
Tanzania Karatu Acacia Hills Geisha Washed AB Espresso,94,"Zhubei, Taiwan","Karatu, Oldeani growing region, Tanzania",Medium-Light,58/80,NT $399/100 grams,Tanzania,NT $399,100 grams,399,3.527399072,113.114505,58,80,
Ethiopia Chelba Natural,94,"Taitung, Taiwan","Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia",Medium-Light,51/80,NT $350/200 grams,Ethiopia,NT $350,200 grams,350,7.054798145,49.611625,51,80,
Colombia El Jardin Anaerobic Natural,94,"Durango, Colorado","Chinchina, Caldas Department, Colombia",Medium-Light,59/81,$20.95/12 ounces,Colombia,$20.95 ,12 ounces,20.95,12,1.745833333,59,81,
Geisha Spirit,94,"Manassas, Virginia","Tolima Department, Colombia",Medium-Light,58/78,$39.50/12 ounces,Colombia,$39.50 ,12 ounces,39.5,12,3.291666667,58,78,
El Duende Peru,94,"Madison, Wisconsin","Huarango, San Ignacio, Cajamarca growing region, Peru",Medium-Light,58/76,$17.00/12 ounces,Peru,$17.00 ,12 ounces,17,12,1.416666667,58,76,
Ethiopia Kayon Mountain,94,"Tucson, Arizona","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$20.00/12 ounces,southern Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,60,78,
Ethiopia Bombe Mountains,94,"Jersey City, New Jersey","Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,58/76,$25.00/12 ounces,southern Ethiopia,$25.00 ,12 ounces,25,12,2.083333333,58,76,
Kenya Thunguri AA,94,"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium-Light,58/80,$21.95/12 ounces,south-central Kenya,$21.95 ,12 ounces,21.95,12,1.829166667,58,80,
Kenya Kiambu Maua Lot AB,94,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,60/78,NT $325/8 ounces,south-central Kenya,NT $325,8 ounces,325,8,40.625,60,78,
Kenya Kiambu AB Top Lot,94,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $450/227 grams,south-central Kenya,NT $450,227 grams,450,8.007195894,56.19944934,54,72,
El Jardin,94,"Madison, Wisconsin","Antioquia, Colombia",Medium-Light,58/74,$28.00/8 ounces,Colombia,$28.00 ,8 ounces,28,8,3.5,58,74,
Buna Boka #1,94,"Madison, Wisconsin","idamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.75/12 ounces,south-central Ethiopia,$18.75 ,12 ounces,18.75,12,1.5625,60,78,
Costa Rica Yellow Honey Lot Kinka Bear,94,"Chia-Yi, Taiwan",Costa Rica,Medium-Light,52/70,NT $250/8 ounces,Costa Rica,NT $250,8 ounces,250,8,31.25,52,70,
Ethiopia Natural Guji Kercha Lot Riverside,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $275/8 ounces,southern Ethiopia,NT $275,8 ounces,275,8,34.375,58,78,
Colombia Hacienda Casablanca,94,"Toronto, Ontario, Canada","Cundinamarca, Colombia",Medium-Light,62/78,US $20.00/12 ounces,Colombia,US $20.00,12 ounces,20,12,1.666666667,62,78,
Hawai’i Puna Anaerobic Washed,94,"Minneapolis, Minnesota","Puna growing region, Big Island of Hawai’i",Medium-Light,58/76,$19.95/4 ounces,Big Island of Hawai’i,$19.95 ,4 ounces,19.95,4,4.9875,58,76,
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,94,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$16.95/12 ounces,southern Ethiopia,$16.95 ,12 ounces,16.95,12,1.4125,52,70,
Costa Rica Cordillera del Fuego,94,"Johns Creek, Georgia","Tarrazu, Costa Rica",Medium-Light,58/76,$29.99/10 ounces,Costa Rica,$29.99 ,10 ounces,29.99,10,2.999,58,76,
Kenya Kirinyaga Kii,94,"Yilan, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,57/77,NT $500/200 grams,south-central Kenya,NT $500,200 grams,500,7.054798145,70.87375,57,77,
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,94,"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, western Panama",Medium-Light,58/74,NT $750/4 ounces,western Panama,NT $750,4 ounces,750,4,187.5,58,74,
Finca San Carlos,94,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,56/72,$13.00/12 ounces,Guatemala,$13.00 ,12 ounces,13,12,1.083333333,56,72,
Finca Santa Isabel,94,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Medium-Light,55/73,$13.00/12 ounces,Guatemala,$13.00 ,12 ounces,13,12,1.083333333,55,73,
Sidama Extreme Papilio Washed,94,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,59/74,$25.00/12 ounces,south-central Ethiopia,$25.00 ,12 ounces,25,12,2.083333333,59,74,
Ethiopia Sidama Bona Washed G1,94,"Hsinchu, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/78,$29.00/8 ounces,south-central Ethiopia,$29.00 ,8 ounces,29,8,3.625,58,78,
Taiwan Geisha Honey,94,"Minneapolis, Minnesota","Alishan, Taiwan",Light,62/80,$64.95/4 ounces,Taiwan,$64.95 ,4 ounces,64.95,4,16.2375,62,80,
La Esperanza Colombian Natural X.O.,94,"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$16.95/12 ounces,Colombia,$16.95 ,12 ounces,16.95,12,1.4125,54,70,
Ethiopia Dur Feres Natural,94,"Floyd, Virginia","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.99/12 ounces,south-central Ethiopia,$18.99 ,12 ounces,18.99,12,1.5825,60,78,
Holiday Coffee,94,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/74,$39.95/8 ounces,“Big Island” of Hawai’i,$39.95 ,8 ounces,39.95,8,4.99375,54,74,
Kenya Kirinyaga Kabare Karani AA,94,"Toronto, Ontario, Canada","Kirinyaga District, south-central Kenya",Medium-Light,60/78,CAD $22.00/225 grams,south-central Kenya,CAD $22.00,225 grams,22,7.936647913,2.771951111,60,78,
Kenya Rungeto,94,"Carlsbad, California","Kirinyaga District, south-central Kenya",Medium-Light,56/72,$23.00/12 ounces,south-central Kenya,$23.00 ,12 ounces,23,12,1.916666667,56,72,
Shantawene Ethiopia Daya Bensa Natural,94,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,62/80,$19.00/12 ounces,south-central Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,62,80,
Ethiopia Kayon Mountain,94,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$19.95/12 ounces,southern Ethiopia,$19.95 ,12 ounces,19.95,12,1.6625,60,78,
Kenya Gicherori,94,"Sacramento, California","Embu, Kenya",Medium-Light,58/78,$23.50/12 ounces,Kenya,$23.50 ,12 ounces,23.5,12,1.958333333,58,78,
Flight Seasonal Espresso,94,"Floyd, Virginia",Ethiopia,Medium-Light,58/80,$18.49/12 ounces,Ethiopia,$18.49 ,12 ounces,18.49,12,1.540833333,58,80,
Kenya Gatuya,94,"Truckee, California","Murang'a County, central Kenya",Medium-Light,55/73,$21.00/12 ounces,central Kenya,$21.00 ,12 ounces,21,12,1.75,55,73,
Colombia San Luís Gesha,94,"Johns Creek, Georgia","Tolima, Colombia",Medium-Light,60/76,$24.99/10 ounces,Colombia,$24.99 ,10 ounces,24.99,10,2.499,60,76,
Kenya Karatina AA 2020,94,"Henderson, Nevada","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$24.00/12 ounces,south-central Kenya,$24.00 ,12 ounces,24,12,2,58,76,
Ethiopia Yirgacheffe Natural Farm Direct,94,"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/76,$22.00/12 ounces,south-central Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,58,76,
Indonesia Lintong Mandheling,94,"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,58/78,NT $450/225 grams,Indonesia,NT $450,225 grams,450,7.936647913,56.699,58,78,
Black Swan Blend,94,"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium-Light,54/70,NT $260/8 ounces,Colombia; Guatemala; Ethiopia,NT $260,8 ounces,260,8,32.5,54,70,
El Salvador Santa Elena Pacamara,94,"Yilan, Taiwan","Chalatenango, El Salvador",Medium-Light,54/70,NT $500/200 grams,El Salvador,NT $500,200 grams,500,7.054798145,70.87375,54,70,
Benti Nenqa #209 Ethiopia,94,"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/78,$18.75/12 ounces,southern Ethiopia,$18.75 ,12 ounces,18.75,12,1.5625,60,78,
Kona Pink Honey Black Rock Farm,94,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,58/78,$24.95/4 ounces,Big Island of Hawai’i,$24.95 ,4 ounces,24.95,4,6.2375,58,78,
Kenya AA Top Gatomboya,94,"Martinez, California","Nyeri growing region, south-central Kenya",Medium-Light,54/72,$12.00/8 ounces,south-central Kenya,$12.00 ,8 ounces,12,8,1.5,54,72,
Yellow Caturra (special lot),94,"Ka'u, Hawaii","Ka’u growing region, Big island of Hawai’i",Medium-Light,56/70,$15.00/4 ounces,Big island of Hawai’i,$15.00 ,4 ounces,15,4,3.75,56,70,
Panama Boquete Torre Lot #1 Geisha Honey,94,"Kaohsiung, Taiwan","Boquete, Panama",Light,62/80,NT $2500/100 grams,Panama,NT $2500,100 grams,2500,3.527399072,708.7375,62,80,
Ethiopia Sidamo Natural Twakok G1,94,"Kaohsiung, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,52/72,NT $550/230 grams,south-central Ethiopia,NT $550,230 grams,550,8.113017866,67.79228261,52,72,
Colombia Asobombo Inza,94,"Bedford, New Hampshire","Cauca, Colombia",Light,62/84,$16.00/12 ounces,Colombia,$16.00 ,12 ounces,16,12,1.333333333,62,84,
Ethiopia Reko Yirgacheffe,94,"Sacramento, California","Yirgacheffe growing region, Ethiopia",Medium-Light,60/76,$20.50/12 ounces,Ethiopia,$20.50 ,12 ounces,20.5,12,1.708333333,60,76,
Rhapsody of Dreams,94,"Chia-Yi City, Taiwan","Kenya, Colombia",Medium-Light,58/74,NT $450/227 grams,Colombia,NT $450,227 grams,450,8.007195894,56.19944934,58,74,
Ethiopia Banko Gotiti,94,"Topeka, Kansas","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/78,$19.50/12 ounces,south-central Ethiopia,$19.50 ,12 ounces,19.5,12,1.625,60,78,
Ethiopia Yabitu Koba,94,"Santa Rosa Beach, Florida","Guji Zone, southern Ethiopia",Medium-Light,58/78,$20.00/12 ounces,southern Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,58,78,
Ethiopia Banko Gotiti,94,"San Diego, California","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,57/77,$20.00/12 ounces,south-central Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,57,77,
Heart & Soul Espresso Blend,94,"Martinez, California",Guatemala; Ethiopia,Medium,50/70,$12.00/8 ounces,Guatemala; Ethiopia,$12.00 ,8 ounces,12,8,1.5,50,70,
Kenya AA FAQ,94,"Yilan, Taiwan",Kenya,Medium-Light,60/77,NT $330/200 grams,Kenya,NT $330,200 grams,330,7.054798145,46.776675,60,77,
Ethiopia Yirgacheffe Natural Haru Suke G1,94,"Chia-Yi, Taiwan","Gedeo, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/80,NT $310/8 ounces,south-central Ethiopia,NT $310,8 ounces,310,8,38.75,60,80,
Ethiopia Kayon Mountain (Washed),94,"Floyd, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,62/88,$18.49/12 ounces,southern Ethiopia,$18.49 ,12 ounces,18.49,12,1.540833333,62,88,
Panama Finca Santa Teresa Lot 9,94,"Reno, Nevada","Volcan growing region, western Panama",Medium-Light,60/78,$20.00/12 ounces,western Panama,$20.00 ,12 ounces,20,12,1.666666667,60,78,
Ka’u Pink Honey,94,"Minneapolis, Minnesota","Ka'u District, Big Island of Hawai’i",Light,64/84,$24.95/4 ounces,Big Island of Hawai’i,$24.95 ,4 ounces,24.95,4,6.2375,64,84,
Panama Pacamara Natural,94,"Lloydminster, Saskatchewan, Canada","Volcan growing region, western Panama",Medium-Light,52/70,CAD $50/200 grams,western Panama,CAD $50,200 grams,50,7.054798145,7.087375,52,70,
Ethiopia Gera Limu,94,"Sacramento, California","Oromia growing region, southern Ethiopia",Medium-Light,58/80,$19.00/12 ounces,southern Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,58,80,
Ethiopia Suke Quto Single-Origin Espresso,94,"Sacramento, California","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/72,$19.00/12 ounces,south-central Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,52,72,
Harimau Tiger Sumatra,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,54/74,$17.00/12 ounces,Indonesia,$17.00 ,12 ounces,17,12,1.416666667,54,74,
Kenya Kirinyaga Baragwi Karumandi AA,94,"Durango, Colorado",South-central Kenya,Medium-Light,54/74,$16.95/12 ounces,South-central Kenya,$16.95 ,12 ounces,16.95,12,1.4125,54,74,
Kenya Nyeri,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/78,NT $650/225 grams,south-central Kenya,NT $650,225 grams,650,7.936647913,81.89855556,60,78,
Taiwan Songyue Geisha,94,"Osaka, Japan","Yunlin, Taiwan",Light,79/92,"¥ 2,640/50 grams",Taiwan,"¥ 2,640",50 grams,2640,1.763699536,1496.8536,79,92,
Ethiopia Halo Hartume Daniel Mijane,94,"Reno, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/78,$19.00/12 ounces,southern Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,58,78,
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,94,"Yilan, Taiwan","Cobán growing region, central Guatemala",Medium-Light,58/78,NT $320/200 grams,central Guatemala,NT $320,200 grams,320,7.054798145,45.3592,58,78,
Peru Buena Vista Valerio Almanza Ccahua,94,"Manlius, New York","Cusco, Peru",Medium-Light,60/78,$27.00/8 ounces,Peru,$27.00 ,8 ounces,27,8,3.375,60,78,
Colombia La Gallera Estate,94,"Chia-Yi, Taiwan","Tolima Department, Colombia",Light,64/84,NT $620/8 ounces,Colombia,NT $620,8 ounces,620,8,77.5,64,84,
Ethiopia Neja Fadil,94,"San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,$20.00/12 ounces,southern Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,58,78,
Colombia Pink Bourbon Finca El Chaparote,94,"Minneapolis, Minnesota","Huila Department, Colombia",Light,64/82,$14.95/6 ounces,Colombia,$14.95 ,6 ounces,14.95,6,2.491666667,64,82,
Kona Uluwehi SL34,94,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,60/80,$29.95/4 ounces,Big Island of Hawai’i,$29.95 ,4 ounces,29.95,4,7.4875,60,80,
Aged Sumatra Ulos Batak 2015,94,"Minneapolis, Minnesota","Lintong growing region, Sumatra, Indonesia",Medium,45/63,$18.95/12 ounces,Indonesia,$18.95 ,12 ounces,18.95,12,1.579166667,45,63,
Twisted V.6 Espresso,94,"Madison, Wisconsin",South America; Central America; Africa,Medium-Light,54/74,$15.75/12 ounces,South America; Central America; Africa,$15.75 ,12 ounces,15.75,12,1.3125,54,74,
Costa Rica Aris Red Honey Lot 2002 Espresso,94,"Chia-Yi, Taiwan","Central Valley, Costa Rica",Medium-Light,52/70,NT $270/8 ounces,Costa Rica,NT $270,8 ounces,270,8,33.75,52,70,
Ethiopia Gedeo Kochere Reko Natural,94,"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,64/84,$16.00/230 grams,southern Ethiopia,$16.00 ,230 grams,16,8.113017866,1.97213913,64,84,
Colombia Monteblanco Geisha,94,"Harrisonburg, Virginia","Huila Department, Colombia",Light,64/82,$9.99/4 ounces,Colombia,$9.99 ,4 ounces,9.99,4,2.4975,64,82,
Guji Ethiopia Washed,94,"Johns Creek, Georgia","Guji Zone, Oromia Region, southern Ethiopia",Light,62/84,$17.99/12 ounces,southern Ethiopia,$17.99 ,12 ounces,17.99,12,1.499166667,62,84,
Yemen Al Mashtal Al Burhani,94,"Minneapolis, Minnesota","Haraaz growing region, Yemen",Medium-Light,58/78,$24.95/4 ounces,Yemen,$24.95 ,4 ounces,24.95,4,6.2375,58,78,
Kona Maragogype Pink Honey,94,"Minneapolis, Minnesota","Kainaliu, Kona District, Big Island of Hawai’i",Light,64/86,$29.95/4 ounces,Big Island of Hawai’i,$29.95 ,4 ounces,29.95,4,7.4875,64,86,
Colombia Diofanor Ruiz,94,"Hong Kong, China","Quindío Department, Colombia",Medium-Light,58/76,$25.00/6 ounces,Colombia,$25.00 ,6 ounces,25,6,4.166666667,58,76,
Ethiopia COE 2nd place Washed Sidamo Rumudamo,94,"Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,60/78,NT $350/20 grams,south-central Ethiopia,NT $350,20 grams,350,0.705479814,496.11625,60,78,
Ethiopia Guji Laayyoo Natural,94,"Minneapolis, Minnesota","Guji Zone, southern Ethiopia",Light,64/82,$24.95/12 ounces,southern Ethiopia,$24.95 ,12 ounces,24.95,12,2.079166667,64,82,
Kenya Washed Peaberry Rnyeusi,94,"Chia-Yi, Taiwan","Central Province, Kenya",Medium-Light,52/74,NT $325/8 ounces,Kenya,NT $325,8 ounces,325,8,40.625,52,74,
Tanzania Shimiligwanda,94,"Lexington, Virginia","Songwe Region, southwestern Tanzania",Light,62/80,$17.95/12 ounces,southwestern Tanzania,$17.95 ,12 ounces,17.95,12,1.495833333,62,80,
Geisha,94,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,55/71,$33.00/8 ounces,“Big Island” of Hawai’i,$33.00 ,8 ounces,33,8,4.125,55,71,
Kenya Nyeri,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/77,NT $450/225 grams,south-central Kenya,NT $450,225 grams,450,7.936647913,56.699,57,77,
Peru Yanesha Geisha,94,"Kaohsiung City, Taiwan","Pasco Department, Villa Rica, Peru",Medium-Light,61/79,"NT $1,000/8 ounces",Peru,"NT $1,000",8 ounces,1000,8,125,61,79,
Panama Elida ASD Natural,94,"Jersey City, New Jersey","Boquete growing region, western Panama",Light,62/80,$60.00/150 grams,western Panama,$60.00 ,150 grams,60,5.291098608,11.3398,62,80,
Ethiopia Keramo Zero Oxygen Natural,94,"Redding, California","Keramo Village, Sidama Region, Ethiopia",Medium-Light,60/78,$55.00/8 ounces,Ethiopia,$55.00 ,8 ounces,55,8,6.875,60,78,
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,94,"Taoyuan, Taiwan","Alishan, Taiwan",Medium,46/64,NT $1100/8 ounces,Taiwan,NT $1100,8 ounces,1100,8,137.5,46,64,
Ethiopia Grade 1 Chelchele,94,"San Diego, California","Yirgacheffe growing region, southern Ethiopia",Light,62/80,$22.00/12 ounces,southern Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,62,80,
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,94,"Taichung City, Taiwan","Murang'a County, central Kenya",Medium-Light,56/78,USD $206.00/8 ounces,central Kenya,USD $206.00,8 ounces,206,8,25.75,56,78,
Ethiopian Guji Ana Sora Alcoholic Natural G1,94,"Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/80,NT $300/8 ounces,southern Ethiopia,NT $300,8 ounces,300,8,37.5,60,80,
Colombia Finca La Sirena Mango Co-Ferment,94,"Cleveland, Tennessee","Quindio Department, Colombia",Light,63/87,$22.99/8 ounces,Colombia,$22.99 ,8 ounces,22.99,8,2.87375,63,87,
Coral,94,"Llayla District, Satipo Province, Peru","Llayla District, Satipo Province, Peru",Medium-Light,58/78,$10.00/250 grams,Peru,$10.00 ,250 grams,10,8.818497681,1.13398,58,78,
Guatemala Santa Felisa Solar Eclipse Gesha Natural,94,"Taipei, Taiwan","Acatenango growing region, Guatemala",Light,64/80,NT $620/4 ounces,Guatemala,NT $620,4 ounces,620,4,155,64,80,
Ethiopia Yirgacheffe Dumerso G1 Natural,94,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/73,$18.95/12 ounces,southern Ethiopia,$18.95 ,12 ounces,18.95,12,1.579166667,57,73,
Ethiopia Yirgacheffe Cleopatra Natural,94,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/76,NT $600/200 grams,southern Ethiopia,NT $600,200 grams,600,7.054798145,85.0485,56,76,
